Species,Trap,Latitude,Longitude,WnvPresent,AvgSpeed,Cool,Day_of_year,Depart,Heat,PrecipTotal,ResultDir,ResultSpeed,SeaLevel,StnPressure,Tavg,Tmax,Tmin
2500,CULEX PIPIENS/RESTUANS,T099,41.733643,-87.55551,0,9.5,15.0,234,9.0,0.0,0.37,21,5.3,29.94,29.23,80.0,90,69
2501,CULEX PIPIENS,T099,41.733643,-87.55551,0,9.5,15.0,234,9.0,0.0,0.37,21,5.3,29.94,29.23,80.0,90,69
2502,CULEX PIPIENS/RESTUANS,T100,41.717753,-87.531657,0,9.5,15.0,234,9.0,0.0,0.37,21,5.3,29.94,29.23,80.0,90,69
2503,CULEX PIPIENS,T100,41.717753,-87.531657,0,9.5,15.0,234,9.0,0.0,0.37,21,5.3,29.94,29.23,80.0,90,69
2504,CULEX PIPIENS/RESTUANS,T102,41.750498,-87.605294,0,9.5,15.0,234,9.0,0.0,0.37,21,5.3,29.94,29.23,80.0,90,69
2505,CULEX RESTUANS,T102,41.750498,-87.605294,0,9.5,15.0,234,9.0,0.0,0.37,21,5.3,29.94,29.23,80.0,90,69
2506,CULEX PIPIENS,T102,41.750498,-87.605294,0,9.5,15.0,234,9.0,0.0,0.37,21,5.3,29.94,29.23,80.0,90,69
2507,CULEX PIPIENS/RESTUANS,T103,41.702724,-87.536497,0,9.5,15.0,234,9.0,0.0,0.37,21,5.3,29.94,29.23,80.0,90,69
2508,CULEX PIPIENS/RESTUANS,T103,41.702724,-87.536497,0,9.5,15.0,234,9.0,0.0,0.37,21,5.3,29.94,29.23,80.0,90,69
2509,CULEX PIPIENS/RESTUANS,T103,41.702724,-87.536497,0,9.5,15.0,234,9.0,0.0,0.37,21,5.3,29.94,29.23,80.0,90,69
2510,CULEX PIPIENS/RESTUANS,T103,41.702724,-87.536497,0,9.5,15.0,234,9.0,0.0,0.37,21,5.3,29.94,29.23,80.0,90,69
2511,CULEX PIPIENS/RESTUANS,T103,41.702724,-87.536497,0,9.5,15.0,234,9.0,0.0,0.37,21,5.3,29.94,29.23,80.0,90,69
2512,CULEX PIPIENS,T103,41.702724,-87.536497,0,9.5,15.0,234,9.0,0.0,0.37,21,5.3,29.94,29.23,80.0,90,69
2513,CULEX PIPIENS,T103,41.702724,-87.536497,0,9.5,15.0,234,9.0,0.0,0.37,21,5.3,29.94,29.23,80.0,90,69
2514,CULEX PIPIENS,T103,41.702724,-87.536497,0,9.5,15.0,234,9.0,0.0,0.37,21,5.3,29.94,29.23,80.0,90,69
2515,CULEX PIPIENS,T103,41.702724,-87.536497,0,9.5,15.0,234,9.0,0.0,0.37,21,5.3,29.94,29.23,80.0,90,69
2516,CULEX PIPIENS,T103,41.702724,-87.536497,0,9.5,15.0,234,9.0,0.0,0.37,21,5.3,29.94,29.23,80.0,90,69
2517,CULEX TERRITANS,T103,41.702724,-87.536497,0,9.5,15.0,234,9.0,0.0,0.37,21,5.3,29.94,29.23,80.0,90,69
2518,CULEX PIPIENS/RESTUANS,T221,41.659112,-87.538693,0,9.5,15.0,234,9.0,0.0,0.37,21,5.3,29.94,29.23,80.0,90,69
2519,CULEX PIPIENS,T221,41.659112,-87.538693,1,9.5,15.0,234,9.0,0.0,0.37,21,5.3,29.94,29.23,80.0,90,69
2520,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,1,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2521,CULEX PIPIENS,T002,41.95469,-87.800991,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2522,CULEX PIPIENS,T007,41.994991,-87.769279,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2523,CULEX PIPIENS,T015,41.974089,-87.824812,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2524,CULEX PIPIENS/RESTUANS,T045,41.9216,-87.666455,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2525,CULEX RESTUANS,T045,41.9216,-87.666455,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2526,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.654491,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2527,CULEX RESTUANS,T046,41.891118,-87.654491,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2528,CULEX PIPIENS,T046,41.891118,-87.654491,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2529,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2530,CULEX PIPIENS,T048,41.867108,-87.654224,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2531,CULEX PIPIENS/RESTUANS,T049,41.896282,-87.655232,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2532,CULEX PIPIENS,T049,41.896282,-87.655232,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2533,CULEX PIPIENS/RESTUANS,T050,41.919343,-87.694259,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2534,CULEX PIPIENS,T050,41.919343,-87.694259,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2535,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2536,CULEX PIPIENS,T054,41.921965,-87.632085,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2537,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2538,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2539,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,1,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2540,CULEX PIPIENS,T086,41.688324,-87.676709,1,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2541,CULEX PIPIENS,T086,41.688324,-87.676709,1,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2542,CULEX PIPIENS/RESTUANS,T091,41.862292,-87.64886,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2543,CULEX PIPIENS,T091,41.862292,-87.64886,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2544,CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2545,CULEX PIPIENS,T094,41.720848,-87.666014,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2546,CULEX PIPIENS/RESTUANS,T096,41.731922,-87.677512,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2547,CULEX RESTUANS,T096,41.731922,-87.677512,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2548,CULEX PIPIENS,T096,41.731922,-87.677512,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2549,CULEX TERRITANS,T096,41.731922,-87.677512,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2550,CULEX PIPIENS/RESTUANS,T143,41.999129,-87.795585,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2551,CULEX PIPIENS,T143,41.999129,-87.795585,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2552,CULEX PIPIENS/RESTUANS,T148,42.01743,-87.687769,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2553,CULEX PIPIENS/RESTUANS,T153,41.907645,-87.760886,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2554,CULEX PIPIENS,T153,41.907645,-87.760886,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2555,CULEX PIPIENS/RESTUANS,T009,41.981964,-87.812827,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2556,CULEX RESTUANS,T009,41.981964,-87.812827,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2557,CULEX PIPIENS,T009,41.981964,-87.812827,1,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2558,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2559,CULEX PIPIENS,T011,41.944869,-87.832763,1,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2560,CULEX PIPIENS/RESTUANS,T016,42.011601,-87.811506,1,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2561,CULEX PIPIENS,T016,42.011601,-87.811506,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2562,CULEX PIPIENS/RESTUANS,T019,41.94983,-87.698457,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2563,CULEX PIPIENS,T019,41.94983,-87.698457,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2564,CULEX PIPIENS/RESTUANS,T025,41.979243,-87.750938,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2565,CULEX PIPIENS,T025,41.979243,-87.750938,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2566,CULEX SALINARIUS,T028,41.986921,-87.689778,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2567,CULEX PIPIENS/RESTUANS,T031,41.801498,-87.763416,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2568,CULEX PIPIENS,T031,41.801498,-87.763416,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2569,CULEX PIPIENS/RESTUANS,T033,41.906638,-87.701431,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2570,CULEX PIPIENS,T033,41.906638,-87.701431,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2571,CULEX PIPIENS/RESTUANS,T089,41.723195,-87.64997,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2572,CULEX PIPIENS,T089,41.723195,-87.64997,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2573,CULEX PIPIENS/RESTUANS,T092,41.869216,-87.627561,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2574,CULEX PIPIENS,T092,41.869216,-87.627561,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2575,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.724608,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2576,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.724608,1,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2577,CULEX RESTUANS,T135,41.662014,-87.724608,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2578,CULEX PIPIENS,T135,41.662014,-87.724608,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2579,CULEX PIPIENS,T135,41.662014,-87.724608,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2580,CULEX PIPIENS,T135,41.662014,-87.724608,1,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2581,CULEX PIPIENS/RESTUANS,T141,41.961743,-87.76007,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2582,CULEX PIPIENS/RESTUANS,T145,41.878114,-87.629798,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2583,CULEX PIPIENS/RESTUANS,T145,41.878114,-87.629798,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2584,CULEX PIPIENS,T145,41.878114,-87.629798,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2585,CULEX PIPIENS,T145,41.878114,-87.629798,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2586,CULEX PIPIENS/RESTUANS,T146,41.958271,-87.702575,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2587,CULEX PIPIENS,T146,41.958271,-87.702575,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2588,CULEX PIPIENS/RESTUANS,T147,41.932094,-87.700117,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2589,CULEX PIPIENS,T147,41.932094,-87.700117,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2590,CULEX PIPIENS,T150,42.006858,-87.675919,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2591,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2592,CULEX PIPIENS,T151,41.916265,-87.800515,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2593,CULEX PIPIENS/RESTUANS,T152,41.846075,-87.716277,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2594,CULEX PIPIENS,T152,41.846075,-87.716277,1,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2595,CULEX PIPIENS/RESTUANS,T154,41.918705,-87.752329,1,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2596,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2597,CULEX PIPIENS,T158,41.682587,-87.707973,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2598,CULEX PIPIENS/RESTUANS,T162,41.725517,-87.614258,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2599,CULEX PIPIENS,T162,41.725517,-87.614258,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2600,CULEX PIPIENS/RESTUANS,T218,41.948167,-87.730698,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2601,CULEX PIPIENS,T218,41.948167,-87.730698,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2602,CULEX PIPIENS/RESTUANS,T220,41.963976,-87.69181,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2603,CULEX PIPIENS,T220,41.963976,-87.69181,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2604,CULEX PIPIENS/RESTUANS,T001,41.953705,-87.733974,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2605,CULEX PIPIENS/RESTUANS,T003,41.964242,-87.757639,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2606,CULEX RESTUANS,T003,41.964242,-87.757639,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2607,CULEX PIPIENS,T003,41.964242,-87.757639,1,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2608,CULEX PIPIENS/RESTUANS,T006,41.990284,-87.797127,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2609,CULEX PIPIENS,T006,41.990284,-87.797127,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2610,CULEX PIPIENS/RESTUANS,T008,42.008314,-87.777921,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2611,CULEX PIPIENS,T008,42.008314,-87.777921,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2612,CULEX PIPIENS/RESTUANS,T012,41.991429,-87.747113,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2613,CULEX PIPIENS,T012,41.991429,-87.747113,1,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2614,CULEX PIPIENS/RESTUANS,T034,41.843811,-87.686763,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2615,CULEX PIPIENS,T034,41.843811,-87.686763,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2616,CULEX PIPIENS/RESTUANS,T037,41.921177,-87.79518,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2617,CULEX PIPIENS,T037,41.921177,-87.79518,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2618,CULEX TERRITANS,T037,41.921177,-87.79518,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2619,CULEX PIPIENS,T043,41.857402,-87.694991,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2620,CULEX PIPIENS/RESTUANS,T047,41.868142,-87.696269,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2621,CULEX PIPIENS,T047,41.868142,-87.696269,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2622,CULEX PIPIENS,T051,41.846283,-87.656913,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2623,CULEX PIPIENS/RESTUANS,T085,41.721474,-87.648064,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2624,CULEX PIPIENS,T085,41.721474,-87.648064,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2625,CULEX PIPIENS/RESTUANS,T088,41.869107,-87.696293,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2626,CULEX PIPIENS,T088,41.869107,-87.696293,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2627,CULEX PIPIENS/RESTUANS,T161,41.719059,-87.675088,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2628,CULEX PIPIENS,T219,41.966987,-87.674677,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2629,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2630,CULEX PIPIENS,T013,41.923738,-87.785288,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2631,CULEX PIPIENS/RESTUANS,T014,41.970248,-87.787992,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2632,CULEX RESTUANS,T014,41.970248,-87.787992,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2633,CULEX PIPIENS,T014,41.970248,-87.787992,1,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2634,CULEX PIPIENS/RESTUANS,T018,42.010412,-87.66214,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2635,CULEX PIPIENS/RESTUANS,T030,41.89923,-87.716788,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2636,CULEX PIPIENS,T030,41.89923,-87.716788,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2637,CULEX PIPIENS/RESTUANS,T084,41.692555,-87.598865,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2638,CULEX PIPIENS,T084,41.692555,-87.598865,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2639,CULEX PIPIENS/RESTUANS,T144,41.94016,-87.794896,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2640,CULEX PIPIENS,T144,41.94016,-87.794896,1,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2641,CULEX PIPIENS/RESTUANS,T160,41.903002,-87.688267,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2642,CULEX PIPIENS,T160,41.903002,-87.688267,1,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2643,CULEX PIPIENS/RESTUANS,T005,41.942114,-87.776385,1,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2644,CULEX PIPIENS,T005,41.942114,-87.776385,1,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2645,CULEX PIPIENS/RESTUANS,T095,41.704336,-87.703736,1,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2646,CULEX PIPIENS/RESTUANS,T035,41.836644,-87.677737,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2647,CULEX PIPIENS,T035,41.836644,-87.677737,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2648,CULEX PIPIENS/RESTUANS,T036,41.837085,-87.729384,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2649,CULEX PIPIENS,T036,41.837085,-87.729384,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2650,CULEX PIPIENS/RESTUANS,T039,41.911824,-87.726737,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2651,CULEX PIPIENS,T039,41.911824,-87.726737,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2652,CULEX PIPIENS/RESTUANS,T061,41.801179,-87.679447,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2653,CULEX PIPIENS,T061,41.801179,-87.679447,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2654,CULEX PIPIENS,T062,41.800737,-87.71188,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2655,CULEX PIPIENS/RESTUANS,T065,41.778297,-87.752411,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2656,CULEX PIPIENS,T065,41.778297,-87.752411,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2657,CULEX PIPIENS,T066,41.77166,-87.703047,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2658,CULEX PIPIENS/RESTUANS,T067,41.759346,-87.745602,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2659,CULEX PIPIENS,T067,41.759346,-87.745602,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2660,CULEX PIPIENS/RESTUANS,T069,41.768388,-87.678649,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2661,CULEX PIPIENS,T069,41.768388,-87.678649,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2662,CULEX PIPIENS/RESTUANS,T070,41.797616,-87.797894,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2663,CULEX PIPIENS/RESTUANS,T071,41.781416,-87.776532,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2664,CULEX PIPIENS,T071,41.781416,-87.776532,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2665,CULEX PIPIENS/RESTUANS,T073,41.773215,-87.60088,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2666,CULEX RESTUANS,T073,41.773215,-87.60088,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2667,CULEX PIPIENS,T073,41.773215,-87.60088,1,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2668,CULEX PIPIENS/RESTUANS,T074,41.822536,-87.666343,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2669,CULEX PIPIENS,T074,41.822536,-87.666343,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2670,CULEX PIPIENS/RESTUANS,T075,41.799282,-87.585487,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2671,CULEX PIPIENS/RESTUANS,T076,41.794781,-87.615989,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2672,CULEX TERRITANS,T076,41.794781,-87.615989,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2673,CULEX PIPIENS/RESTUANS,T077,41.778748,-87.586427,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2674,CULEX PIPIENS/RESTUANS,T079,41.766202,-87.562889,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2675,CULEX PIPIENS,T079,41.766202,-87.562889,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2676,CULEX PIPIENS/RESTUANS,T080,41.754676,-87.612922,1,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2677,CULEX PIPIENS,T080,41.754676,-87.612922,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
2678,CULEX PIPIENS/RESTUANS,T081,41.821582,-87.627796,0,7.1,10.0,236,4.0,0.0,0.24,25,5.8,29.82,29.11,75.0,80,69
